"","CoreArea","variable","value"
"540","Natrona 1","sip5_5_15",10.2783550127
"541","Natrona 1","sip50_0_5",27.0803521331
"542","Natrona 1","sip50_5_15",25.918257923
"543","Natrona 1","sip95_0_5",41.1132727237
"544","Natrona 1","sip95_5_15",39.9344576528
"545","Newcastle","bdmn_0_5",1.30189124842
"546","Newcastle","bdmn_5_15",1.32499237663
"547","Newcastle","bdp5_0_5",1.13470568143
"548","Newcastle","bdp5_5_15",1.1354305555
"549","Newcastle","bdp50_0_5",1.2773262688
"550","Newcastle","bdp50_5_15",1.31227598435
"551","Newcastle","bdp95_0_5",1.46526849218
"552","Newcastle","bdp95_5_15",1.46782893106
"553","Newcastle","clmn_0_5",19.8781323491
"554","Newcastle","clmn_5_15",22.0969652086
"555","Newcastle","clp5_0_5",7.28869887644
"556","Newcastle","clp5_5_15",8.80422875641
"557","Newcastle","clp50_0_5",18.2202881824
"558","Newcastle","clp50_5_15",20.5761760224
"559","Newcastle","clp95_0_5",34.3401047597
"560","Newcastle","clp95_5_15",36.406345387
"561","Newcastle","samn_0_5",44.4918879317
"562","Newcastle","samn_5_15",42.7462729778
"563","Newcastle","sap5_0_5",16.6572513938
"564","Newcastle","sap5_5_15",16.6468950337
"565","Newcastle","sap50_0_5",42.3961117437
"566","Newcastle","sap50_5_15",40.7129818768
"567","Newcastle","sap95_0_5",70.7548220685
"568","Newcastle","sap95_5_15",68.8418468713
"569","Newcastle","simn_0_5",32.1823711791
"570","Newcastle","simn_5_15",31.6696208031
"571","Newcastle","sip5_0_5",14.531291213
"572","Newcastle","sip5_5_15",14.5786241435
"573","Newcastle","sip50_0_5",31.2912868014
"574","Newcastle","sip50_5_15",30.5411893271
"575","Newcastle","sip95_0_5",45.8531399173
"576","Newcastle","sip95_5_15",44.48049736
"577","North Gillette","bdmn_0_5",1.29945309316
"578","North Gillette","bdmn_5_15",1.30192669354
"579","North Gillette","bdp5_0_5",1.11359012802
"580","North Gillette","bdp5_5_15",1.14097935942
"581","North Gillette","bdp50_0_5",1.27245241483
"582","North Gillette","bdp50_5_15",1.27671413329
"583","North Gillette","bdp95_0_5",1.48940978477
"584","North Gillette","bdp95_5_15",1.48192280103
"585","North Gillette","clmn_0_5",17.3909112194
"586","North Gillette","clmn_5_15",19.3041167105
"587","North Gillette","clp5_0_5",7.28271998588
"588","North Gillette","clp5_5_15",9.1335099546
"589","North Gillette","clp50_0_5",16.5399507925
"590","North Gillette","clp50_5_15",18.4937663083
"591","North Gillette","clp95_0_5",28.1043908911
"592","North Gillette","clp95_5_15",30.1010285591
"593","North Gillette","samn_0_5",45.4404513723
"594","North Gillette","samn_5_15",41.2074400379
"595","North Gillette","sap5_0_5",17.2927021674
"596","North Gillette","sap5_5_15",16.0803470456
"597","North Gillette","sap50_0_5",44.9522832965
"598","North Gillette","sap50_5_15",39.2100050752
"599","North Gillette","sap95_0_5",70.4587417872
"600","North Gillette","sap95_5_15",67.2575659365
"601","North Gillette","simn_0_5",34.6277868428
"602","North Gillette","simn_5_15",33.5184447055
"603","North Gillette","sip5_0_5",16.7666047895
"604","North Gillette","sip5_5_15",16.2693175487
"605","North Gillette","sip50_0_5",34.2661800158
"606","North Gillette","sip50_5_15",33.2116021139
"607","North Gillette","sip95_0_5",47.4771615188
"608","North Gillette","sip95_5_15",45.6569676676
"609","North Glenrock","bdmn_0_5",1.32549938114
"610","North Glenrock","bdmn_5_15",1.3446177023
"611","North Glenrock","bdp5_0_5",1.16909481353
"612","North Glenrock","bdp5_5_15",1.05310373165
"613","North Glenrock","bdp50_0_5",1.30668266743
"614","North Glenrock","bdp50_5_15",1.33910042425
"615","North Glenrock","bdp95_0_5",1.47164456505
"616","North Glenrock","bdp95_5_15",1.47817443684
"617","North Glenrock","clmn_0_5",14.4958005239
"618","North Glenrock","clmn_5_15",16.8071760142
"619","North Glenrock","clp5_0_5",4.82941680972
"620","North Glenrock","clp5_5_15",6.22086548961
"621","North Glenrock","clp50_0_5",13.1748618644
"622","North Glenrock","clp50_5_15",15.8112225116
"623","North Glenrock","clp95_0_5",26.0676593611
"624","North Glenrock","clp95_5_15",28.3064280126
"625","North Glenrock","samn_0_5",55.4912856694
"626","North Glenrock","samn_5_15",53.3293915709
"627","North Glenrock","sap5_0_5",27.8210910003
"628","North Glenrock","sap5_5_15",28.4513453231
"629","North Glenrock","sap50_0_5",55.7218553526
"630","North Glenrock","sap50_5_15",52.7791715018
"631","North Glenrock","sap95_0_5",76.3881516484
"632","North Glenrock","sap95_5_15",74.2185226997
"633","North Glenrock","simn_0_5",25.9348644054
"634","North Glenrock","simn_5_15",25.639096684
"635","North Glenrock","sip5_0_5",11.7700579121
"636","North Glenrock","sip5_5_15",11.7986851605
"637","North Glenrock","sip50_0_5",24.0207145098
"638","North Glenrock","sip50_5_15",24.0824586689
"639","North Glenrock","sip95_0_5",40.1531643419
"640","North Glenrock","sip95_5_15",38.8319486669
"641","North Laramie","bdmn_0_5",1.27396118151
"642","North Laramie","bdmn_5_15",1.29465775333
"643","North Laramie","bdp5_0_5",1.0963610168
"644","North Laramie","bdp5_5_15",1.1476694629
"645","North Laramie","bdp50_0_5",1.24001204831
"646","North Laramie","bdp50_5_15",1.2537483852
"647","North Laramie","bdp95_0_5",1.43752401739
"648","North Laramie","bdp95_5_15",1.44531149997
"649","North Laramie","clmn_0_5",14.5290697535
"650","North Laramie","clmn_5_15",17.5354168454
"651","North Laramie","clp5_0_5",7.1014802687
"652","North Laramie","clp5_5_15",8.57873696173
"653","North Laramie","clp50_0_5",13.1454608806
"654","North Laramie","clp50_5_15",16.5564189449
"655","North Laramie","clp95_0_5",22.1303887713
"656","North Laramie","clp95_5_15",24.8157405704
"657","North Laramie","samn_0_5",55.3638415739
"658","North Laramie","samn_5_15",52.6680886744
"659","North Laramie","sap5_0_5",31.0956229227
"660","North Laramie","sap5_5_15",30.1098479059
"661","North Laramie","sap50_0_5",53.2355852553
"662","North Laramie","sap50_5_15",50.6139181699
"663","North Laramie","sap95_0_5",71.9320239579
"664","North Laramie","sap95_5_15",68.5921994451
"665","North Laramie","simn_0_5",27.7310068924
"666","North Laramie","simn_5_15",27.3256026692
"667","North Laramie","sip5_0_5",9.11138672214
"668","North Laramie","sip5_5_15",10.7430051648
"669","North Laramie","sip50_0_5",26.2219327947
"670","North Laramie","sip50_5_15",25.5375878753
"671","North Laramie","sip95_0_5",39.3688975185
"672","North Laramie","sip95_5_15",39.0777287867
"673","Oregon Basin","bdmn_0_5",1.31803182586
"674","Oregon Basin","bdmn_5_15",1.34202786944
"675","Oregon Basin","bdp5_0_5",1.13573899114
"676","Oregon Basin","bdp5_5_15",1.15642303444
"677","Oregon Basin","bdp50_0_5",1.29622857459
"678","Oregon Basin","bdp50_5_15",1.3273442954
"679","Oregon Basin","bdp95_0_5",1.48494177004
"680","Oregon Basin","bdp95_5_15",1.48555525572
"681","Oregon Basin","clmn_0_5",15.4027132967
"682","Oregon Basin","clmn_5_15",17.3375692848
"683","Oregon Basin","clp5_0_5",5.69685811828
"684","Oregon Basin","clp5_5_15",7.20959958257
"685","Oregon Basin","clp50_0_5",14.3211555371
"686","Oregon Basin","clp50_5_15",16.2982798627
"687","Oregon Basin","clp95_0_5",25.6573334342
"688","Oregon Basin","clp95_5_15",27.4796376197
"689","Oregon Basin","samn_0_5",53.2366267121
"690","Oregon Basin","samn_5_15",51.5254671905
"691","Oregon Basin","sap5_0_5",24.2357577452
"692","Oregon Basin","sap5_5_15",24.0673359055
"693","Oregon Basin","sap50_0_5",52.3996258553
"694","Oregon Basin","sap50_5_15",50.6049078593
"695","Oregon Basin","sap95_0_5",74.8280681383
"696","Oregon Basin","sap95_5_15",72.4845124262
"697","Oregon Basin","simn_0_5",29.5558183822
"698","Oregon Basin","simn_5_15",29.1650607039
"699","Oregon Basin","sip5_0_5",11.1136763118
"700","Oregon Basin","sip5_5_15",11.875273089
"701","Oregon Basin","sip50_0_5",28.7193490565
"702","Oregon Basin","sip50_5_15",28.16597429
"703","Oregon Basin","sip95_0_5",42.4201764337
"704","Oregon Basin","sip95_5_15",41.5221059242
"705","Sage","bdmn_0_5",1.30257385533
"706","Sage","bdmn_5_15",1.31282592885
"707","Sage","bdp5_0_5",1.08410176478
"708","Sage","bdp5_5_15",1.11447936641
"709","Sage","bdp50_0_5",1.29029937086
"710","Sage","bdp50_5_15",1.30172126843
"711","Sage","bdp95_0_5",1.47404887502
"712","Sage","bdp95_5_15",1.46656864889
"713","Sage","clmn_0_5",17.1612602108
"714","Sage","clmn_5_15",19.2013580105
"715","Sage","clp5_0_5",7.89336486053
"716","Sage","clp5_5_15",10.4221717857
"717","Sage","clp50_0_5",16.066123168
"718","Sage","clp50_5_15",18.174286247
"719","Sage","clp95_0_5",26.5085857631
"720","Sage","clp95_5_15",27.6081328338
"721","Sage","samn_0_5",46.1188404491
"722","Sage","samn_5_15",43.4020214168
"723","Sage","sap5_0_5",19.4590448942
"724","Sage","sap5_5_15",19.7561974298
"725","Sage","sap50_0_5",45.1312092574
"726","Sage","sap50_5_15",42.3801042656
"727","Sage","sap95_0_5",64.4642537348
"728","Sage","sap95_5_15",60.7253048318
"729","Sage","simn_0_5",34.1207373064
"730","Sage","simn_5_15",34.1842160405
"731","Sage","sip5_0_5",13.0939243697
"732","Sage","sip5_5_15",14.7565143111
"733","Sage","sip50_0_5",31.2799303694
"734","Sage","sip50_5_15",30.8446456077
"735","Sage","sip95_0_5",48.0602603088
"736","Sage","sip95_5_15",46.702601479
"737","Seedskadee","bdmn_0_5",1.35480712213
"738","Seedskadee","bdmn_5_15",1.37380664361
"739","Seedskadee","bdp5_0_5",1.12670306521
"740","Seedskadee","bdp5_5_15",1.22481202473
"741","Seedskadee","bdp50_0_5",1.32794943524
"742","Seedskadee","bdp50_5_15",1.34963576927
"743","Seedskadee","bdp95_0_5",1.51613579135
"744","Seedskadee","bdp95_5_15",1.50698781932
"745","Seedskadee","clmn_0_5",12.6271607218
"746","Seedskadee","clmn_5_15",15.3157667287
"747","Seedskadee","clp5_0_5",3.39479275996
"748","Seedskadee","clp5_5_15",7.19678950181
"749","Seedskadee","clp50_0_5",11.6730166191
"750","Seedskadee","clp50_5_15",14.1399039297
"751","Seedskadee","clp95_0_5",20.6414782715
"752","Seedskadee","clp95_5_15",22.480550923
"753","Seedskadee","samn_0_5",61.1260435951
"754","Seedskadee","samn_5_15",57.0426758716
"755","Seedskadee","sap5_0_5",40.9198148136
"756","Seedskadee","sap5_5_15",40.7955223016
"757","Seedskadee","sap50_0_5",58.3377011391
"758","Seedskadee","sap50_5_15",54.6216975847
"759","Seedskadee","sap95_0_5",76.2069019916
"760","Seedskadee","sap95_5_15",71.3337797724
"761","Seedskadee","simn_0_5",24.8216443706
"762","Seedskadee","simn_5_15",25.3331024338
"763","Seedskadee","sip5_0_5",8.43197491356
"764","Seedskadee","sip5_5_15",10.3850537337
"765","Seedskadee","sip50_0_5",22.99762078
"766","Seedskadee","sip50_5_15",23.5824774795
"767","Seedskadee","sip95_0_5",31.86479012
"768","Seedskadee","sip95_5_15",31.8946961746
"769","Shell","bdmn_0_5",1.30258992243
"770","Shell","bdmn_5_15",1.32685119562
"771","Shell","bdp5_0_5",1.09054584317
"772","Shell","bdp5_5_15",1.123008138
"773","Shell","bdp50_0_5",1.27646584879
"774","Shell","bdp50_5_15",1.30794074144
"775","Shell","bdp95_0_5",1.47584883981
"776","Shell","bdp95_5_15",1.47482673921
"777","Shell","clmn_0_5",15.0427566373
"778","Shell","clmn_5_15",16.2345904502
"779","Shell","clp5_0_5",5.7380591917
"780","Shell","clp5_5_15",6.8645569854
"781","Shell","clp50_0_5",13.7992171778
"782","Shell","clp50_5_15",15.1201789044
"783","Shell","clp95_0_5",24.7512277754
"784","Shell","clp95_5_15",25.443960822
"785","Shell","samn_0_5",52.3786765525
"786","Shell","samn_5_15",51.0447827556
"787","Shell","sap5_0_5",16.9773046175
"788","Shell","sap5_5_15",16.2287677935
"789","Shell","sap50_0_5",52.5478140059
"790","Shell","sap50_5_15",50.8659693887
"791","Shell","sap95_0_5",73.4474179791
"792","Shell","sap95_5_15",72.0385318391
"793","Shell","simn_0_5",29.2185255677
"794","Shell","simn_5_15",29.046316761
"795","Shell","sip5_0_5",8.22632608977
"796","Shell","sip5_5_15",9.53139135572
"797","Shell","sip50_0_5",26.7996833632
"798","Shell","sip50_5_15",26.9715349962
"799","Shell","sip95_0_5",46.3063345826
"800","Shell","sip95_5_15",45.2222181194
"801","South Rawlins","bdmn_0_5",1.28704164201
"802","South Rawlins","bdmn_5_15",1.30579883098
"803","South Rawlins","bdp5_0_5",1.08712957384
"804","South Rawlins","bdp5_5_15",1.15792700336
"805","South Rawlins","bdp50_0_5",1.26853375952
"806","South Rawlins","bdp50_5_15",1.28871168611
"807","South Rawlins","bdp95_0_5",1.43763508957
"808","South Rawlins","bdp95_5_15",1.44267123564
"809","South Rawlins","clmn_0_5",14.0906395906
"810","South Rawlins","clmn_5_15",16.3157020025
"811","South Rawlins","clp5_0_5",6.5096986755
"812","South Rawlins","clp5_5_15",7.34001718593
"813","South Rawlins","clp50_0_5",12.9409682146
"814","South Rawlins","clp50_5_15",15.3923556388
"815","South Rawlins","clp95_0_5",21.805798305
"816","South Rawlins","clp95_5_15",23.7400687972
"817","South Rawlins","samn_0_5",58.1364295572
"818","South Rawlins","samn_5_15",56.0402584337
"819","South Rawlins","sap5_0_5",33.3256284537
"820","South Rawlins","sap5_5_15",34.1769613654
"821","South Rawlins","sap50_0_5",56.224215806
"822","South Rawlins","sap50_5_15",54.9040967184
"823","South Rawlins","sap95_0_5",74.0691694618
"824","South Rawlins","sap95_5_15",71.0718252265
"825","South Rawlins","simn_0_5",25.646282429
"826","South Rawlins","simn_5_15",25.3796844
"827","South Rawlins","sip5_0_5",9.67853003024
"828","South Rawlins","sip5_5_15",10.3175888199
"829","South Rawlins","sip50_0_5",22.5966498695
"830","South Rawlins","sip50_5_15",21.6137315861
"831","South Rawlins","sip95_0_5",36.1303472936
"832","South Rawlins","sip95_5_15",35.6268407261
"833","Salt Wells","bdmn_0_5",1.29396224723
"834","Salt Wells","bdmn_5_15",1.2965681103
"835","Salt Wells","bdp5_0_5",1.08139983912
"836","Salt Wells","bdp5_5_15",1.14700122591
"837","Salt Wells","bdp50_0_5",1.26502757836
"838","Salt Wells","bdp50_5_15",1.27148031271
"839","Salt Wells","bdp95_0_5",1.44330806777
"840","Salt Wells","bdp95_5_15",1.44229782032
"841","Salt Wells","clmn_0_5",17.6546235047
"842","Salt Wells","clmn_5_15",18.9096689559
"843","Salt Wells","clp5_0_5",7.71425460183
"844","Salt Wells","clp5_5_15",8.88552543763
"845","Salt Wells","clp50_0_5",16.9735911523
"846","Salt Wells","clp50_5_15",18.3999211257
"847","Salt Wells","clp95_0_5",25.4612184854
"848","Salt Wells","clp95_5_15",25.6504592548
"849","Salt Wells","samn_0_5",48.1404789918
"850","Salt Wells","samn_5_15",45.9400836279
"851","Salt Wells","sap5_0_5",22.3801658805
"852","Salt Wells","sap5_5_15",26.9083201952
"853","Salt Wells","sap50_0_5",45.1464634711
"854","Salt Wells","sap50_5_15",42.9798508361
"855","Salt Wells","sap95_0_5",66.2662609154
"856","Salt Wells","sap95_5_15",64.1769659029
"857","Salt Wells","simn_0_5",34.1678815455
"858","Salt Wells","simn_5_15",34.2500898693
"859","Salt Wells","sip5_0_5",12.2433262488
"860","Salt Wells","sip5_5_15",13.3935029689
"861","Salt Wells","sip50_0_5",28.3528890535
"862","Salt Wells","sip50_5_15",28.1315185608
"863","Salt Wells","sip95_0_5",43.7511828878
"864","Salt Wells","sip95_5_15",43.7452890502
"865","Thermopolis","bdmn_0_5",1.29625211559
"866","Thermopolis","bdmn_5_15",1.32215554711
"867","Thermopolis","bdp5_0_5",1.14446570296
"868","Thermopolis","bdp5_5_15",1.12996654395
"869","Thermopolis","bdp50_0_5",1.27049564893
"870","Thermopolis","bdp50_5_15",1.30858614564
"871","Thermopolis","bdp95_0_5",1.45872719303
"872","Thermopolis","bdp95_5_15",1.46037487812
"873","Thermopolis","clmn_0_5",15.7516766146
"874","Thermopolis","clmn_5_15",17.3496669675
"875","Thermopolis","clp5_0_5",6.6348694295
"876","Thermopolis","clp5_5_15",7.80932108916
"877","Thermopolis","clp50_0_5",15.0926256236
"878","Thermopolis","clp50_5_15",16.6771202029
"879","Thermopolis","clp95_0_5",24.1688567766
"880","Thermopolis","clp95_5_15",25.8774699702
"881","Thermopolis","samn_0_5",50.6729340018
"882","Thermopolis","samn_5_15",49.3075441915
"883","Thermopolis","sap5_0_5",21.3807586188
"884","Thermopolis","sap5_5_15",22.9289387141
"885","Thermopolis","sap50_0_5",49.8777626042
"886","Thermopolis","sap50_5_15",48.3830509183
"887","Thermopolis","sap95_0_5",71.8490844737
"888","Thermopolis","sap95_5_15",69.9925378334
"889","Thermopolis","simn_0_5",32.7561546964
"890","Thermopolis","simn_5_15",32.5936714281
"891","Thermopolis","sip5_0_5",14.0897828935
"892","Thermopolis","sip5_5_15",14.7406566149
"893","Thermopolis","sip50_0_5",32.1975209721
"894","Thermopolis","sip50_5_15",31.4638945403
"895","Thermopolis","sip95_0_5",44.6725356038
"896","Thermopolis","sip95_5_15",44.3762994342
"897","Thunder Basin","bdmn_0_5",1.30131536671
"898","Thunder Basin","bdmn_5_15",1.32329087625
"899","Thunder Basin","bdp5_0_5",1.12772070192
"900","Thunder Basin","bdp5_5_15",1.09580486277
"901","Thunder Basin","bdp50_0_5",1.27675971543
"902","Thunder Basin","bdp50_5_15",1.31380306983
"903","Thunder Basin","bdp95_0_5",1.45923382974
"904","Thunder Basin","bdp95_5_15",1.4663869732
"905","Thunder Basin","clmn_0_5",16.3280697864
"906","Thunder Basin","clmn_5_15",18.438893117
"907","Thunder Basin","clp5_0_5",5.31788923543
"908","Thunder Basin","clp5_5_15",6.60245178973
"909","Thunder Basin","clp50_0_5",14.7093071164
"910","Thunder Basin","clp50_5_15",17.1518679072
"911","Thunder Basin","clp95_0_5",29.7917183772
"912","Thunder Basin","clp95_5_15",31.3746419322
"913","Thunder Basin","samn_0_5",49.7765652262
"914","Thunder Basin","samn_5_15",48.1705016741
"915","Thunder Basin","sap5_0_5",18.6975805795
"916","Thunder Basin","sap5_5_15",20.6056299649
"917","Thunder Basin","sap50_0_5",49.3363618002
"918","Thunder Basin","sap50_5_15",47.8509789315
"919","Thunder Basin","sap95_0_5",74.4207178274
"920","Thunder Basin","sap95_5_15",72.7396096224
"921","Thunder Basin","simn_0_5",29.9687722241
"922","Thunder Basin","simn_5_15",29.535091419
"923","Thunder Basin","sip5_0_5",13.4553592929
"924","Thunder Basin","sip5_5_15",13.337088246
"925","Thunder Basin","sip50_0_5",28.5876895101
"926","Thunder Basin","sip50_5_15",28.1444523663
"927","Thunder Basin","sip95_0_5",44.1622845885
"928","Thunder Basin","sip95_5_15",43.1088589369
"929","Uinta","bdmn_0_5",1.28633183147
"930","Uinta","bdmn_5_15",1.31178506745
"931","Uinta","bdp5_0_5",1.06544436578
"932","Uinta","bdp5_5_15",1.14200414226
"933","Uinta","bdp50_0_5",1.26246154388
"934","Uinta","bdp50_5_15",1.2948542522
"935","Uinta","bdp95_0_5",1.43595222236
"936","Uinta","bdp95_5_15",1.44046065532
"937","Uinta","clmn_0_5",15.9020292386
"938","Uinta","clmn_5_15",18.127010634
"939","Uinta","clp5_0_5",6.8317120431
"940","Uinta","clp5_5_15",8.38691065052
"941","Uinta","clp50_0_5",14.7777776936
"942","Uinta","clp50_5_15",17.3185255829
"943","Uinta","clp95_0_5",23.7994950543
"944","Uinta","clp95_5_15",24.6848202693
"945","Uinta","samn_0_5",52.3627615963
"946","Uinta","samn_5_15",49.5559046722
"947","Uinta","sap5_0_5",23.7925170171
"948","Uinta","sap5_5_15",26.0284757246
"949","Uinta","sap50_0_5",51.8192868646
"950","Uinta","sap50_5_15",48.7836649391
"951","Uinta","sap95_0_5",68.5994665725
"952","Uinta","sap95_5_15",64.7753877992
"953","Uinta","simn_0_5",30.0790410015
"954","Uinta","simn_5_15",30.6502935093
"955","Uinta","sip5_0_5",10.7666190455
"956","Uinta","sip5_5_15",12.4973745249
"957","Uinta","sip50_0_5",26.2076284218
"958","Uinta","sip50_5_15",26.7663433176
"959","Uinta","sip95_0_5",41.6673251817
"960","Uinta","sip95_5_15",41.7598682566
"961","Washakie","bdmn_0_5",1.31642904794
"962","Washakie","bdmn_5_15",1.33157703905
"963","Washakie","bdp5_0_5",1.12996599277
"964","Washakie","bdp5_5_15",1.11541236496
"965","Washakie","bdp50_0_5",1.29488460144
"966","Washakie","bdp50_5_15",1.31995557514
"967","Washakie","bdp95_0_5",1.48389378543
"968","Washakie","bdp95_5_15",1.48282744706
"969","Washakie","clmn_0_5",15.745820788
"970","Washakie","clmn_5_15",17.1942984044
"971","Washakie","clp5_0_5",5.61600272734
"972","Washakie","clp5_5_15",6.61121151233
"973","Washakie","clp50_0_5",14.2948355729
"974","Washakie","clp50_5_15",15.8773281495
"975","Washakie","clp95_0_5",27.7660364996
"976","Washakie","clp95_5_15",28.4552475599
"977","Washakie","samn_0_5",51.5096460576
"978","Washakie","samn_5_15",49.9724403686
"979","Washakie","sap5_0_5",16.7759772857
"980","Washakie","sap5_5_15",17.9580652874
"981","Washakie","sap50_0_5",52.2623204859
"982","Washakie","sap50_5_15",50.6939353165
"983","Washakie","sap95_0_5",74.4213642769
"984","Washakie","sap95_5_15",72.349371985
"985","Washakie","simn_0_5",29.8031942875
"986","Washakie","simn_5_15",29.6745957236
"987","Washakie","sip5_0_5",12.3702687218
"988","Washakie","sip5_5_15",12.6113906904
"989","Washakie","sip50_0_5",27.9426549124
"990","Washakie","sip50_5_15",27.8136911977
"991","Washakie","sip95_0_5",44.8546675875
"992","Washakie","sip95_5_15",43.6219198619
"993","Powder","bdmn_0_5",1.30068768182
"994","Powder","bdmn_5_15",1.32557542497
"995","Powder","bdp5_0_5",1.06198888486
"996","Powder","bdp5_5_15",1.18989836862
"997","Powder","bdp50_0_5",1.27102432191
"998","Powder","bdp50_5_15",1.30057457943
"999","Powder","bdp95_0_5",1.46558312246
"1000","Powder","bdp95_5_15",1.47239610447
"1001","Powder","clmn_0_5",16.1074557399
"1002","Powder","clmn_5_15",17.5535322125
"1003","Powder","clp5_0_5",5.63626251227
"1004","Powder","clp5_5_15",7.74117253593
"1005","Powder","clp50_0_5",15.5882790607
"1006","Powder","clp50_5_15",17.2430068333
"1007","Powder","clp95_0_5",24.4232335495
"1008","Powder","clp95_5_15",24.8164862818
"1009","Powder","samn_0_5",53.1020397486
"1010","Powder","samn_5_15",51.1522241606
"1011","Powder","sap5_0_5",28.369828239
"1012","Powder","sap5_5_15",31.394185351
"1013","Powder","sap50_0_5",51.1358602928
"1014","Powder","sap50_5_15",49.203515663
"1015","Powder","sap95_0_5",72.8165186951
"1016","Powder","sap95_5_15",70.3668020167
"1017","Powder","simn_0_5",28.892818047
"1018","Powder","simn_5_15",29.2118988291
"1019","Powder","sip5_0_5",9.22742193554
"1020","Powder","sip5_5_15",10.7475638468
"1021","Powder","sip50_0_5",25.1501103525
"1022","Powder","sip50_5_15",25.30610077
"1023","Powder","sip95_0_5",40.0289082321
"1024","Powder","sip95_5_15",39.8584172887
"1025","Bear River","bdmn_0_5",1.30570787115
"1026","Bear River","bdmn_5_15",1.30829983319
"1027","Bear River","bdp5_0_5",1.03770790038
"1028","Bear River","bdp5_5_15",1.13366060181
"1029","Bear River","bdp50_0_5",1.3049159159
"1030","Bear River","bdp50_5_15",1.31226118178
"1031","Bear River","bdp95_0_5",1.42372838541
"1032","Bear River","bdp95_5_15",1.41260784178
"1033","Bear River","clmn_0_5",16.41971756
"1034","Bear River","clmn_5_15",17.3846043808
"1035","Bear River","clp5_0_5",9.83151606869
"1036","Bear River","clp5_5_15",10.4086260539
"1037","Bear River","clp50_0_5",14.993095961
"1038","Bear River","clp50_5_15",15.8773111376
"1039","Bear River","clp95_0_5",22.0740645004
"1040","Bear River","clp95_5_15",23.7974517563
"1041","Bear River","samn_0_5",29.9246792209
"1042","Bear River","samn_5_15",29.7227060534
"1043","Bear River","sap5_0_5",10.3480077453
"1044","Bear River","sap5_5_15",13.5479663869
"1045","Bear River","sap50_0_5",25.142963896
"1046","Bear River","sap50_5_15",25.7082115296
"1047","Bear River","sap95_0_5",49.1352749866
"1048","Bear River","sap95_5_15",46.9624437196
"1049","Bear River","simn_0_5",51.8100713527
"1050","Bear River","simn_5_15",50.8955678814
"1051","Bear River","sip5_0_5",26.9093263275
"1052","Bear River","sip5_5_15",24.2919670636
"1053","Bear River","sip50_0_5",51.9816189948
"1054","Bear River","sip50_5_15",50.2374209255
"1055","Bear River","sip95_0_5",64.1416855443
"1056","Bear River","sip95_5_15",62.9361717127
"1057","Natrona 2","bdmn_0_5",1.31789410069
"1058","Natrona 2","bdmn_5_15",1.33541119735
"1059","Natrona 2","bdp5_0_5",1.15992764008
"1060","Natrona 2","bdp5_5_15",1.16570147665
"1061","Natrona 2","bdp50_0_5",1.29712409602
"1062","Natrona 2","bdp50_5_15",1.31925102682
"1063","Natrona 2","bdp95_0_5",1.4781402968
"1064","Natrona 2","bdp95_5_15",1.47956278676
"1065","Natrona 2","clmn_0_5",14.385515993
"1066","Natrona 2","clmn_5_15",17.3731989189
"1067","Natrona 2","clp5_0_5",5.47358412317
"1068","Natrona 2","clp5_5_15",7.14858075196
"1069","Natrona 2","clp50_0_5",13.1928517534
"1070","Natrona 2","clp50_5_15",16.6016396948
"1071","Natrona 2","clp95_0_5",24.2545794382
"1072","Natrona 2","clp95_5_15",27.2633177687
"1073","Natrona 2","samn_0_5",56.8784164597
"1074","Natrona 2","samn_5_15",54.0432939094
"1075","Natrona 2","sap5_0_5",29.4311253449
"1076","Natrona 2","sap5_5_15",28.6785074066
"1077","Natrona 2","sap50_0_5",57.5647994189
"1078","Natrona 2","sap50_5_15",54.2249320069
"1079","Natrona 2","sap95_0_5",76.9571904122
"1080","Natrona 2","sap95_5_15",73.7522412319
"1081","Natrona 2","simn_0_5",25.3673564912
"1082","Natrona 2","simn_5_15",25.1524885024
"1083","Natrona 2","sip5_0_5",9.27277381135
"1084","Natrona 2","sip5_5_15",10.3967293598
"1085","Natrona 2","sip50_0_5",23.5636917744
"1086","Natrona 2","sip50_5_15",23.406753098
"1087","Natrona 2","sip95_0_5",40.0326230696
"1088","Natrona 2","sip95_5_15",38.9256835885
"1089","Greater South Pass 2","bdmn_0_5",1.33634695778
"1090","Greater South Pass 2","bdmn_5_15",1.35839854744
"1091","Greater South Pass 2","bdp5_0_5",1.08646066886
"1092","Greater South Pass 2","bdp5_5_15",1.20914778769
"1093","Greater South Pass 2","bdp50_0_5",1.31076580147
"1094","Greater South Pass 2","bdp50_5_15",1.33383865597
"1095","Greater South Pass 2","bdp95_0_5",1.50368615595
"1096","Greater South Pass 2","bdp95_5_15",1.50982075437
"1097","Greater South Pass 2","clmn_0_5",12.2406956489
"1098","Greater South Pass 2","clmn_5_15",13.9102583442
"1099","Greater South Pass 2","clp5_0_5",2.97774170218
"1100","Greater South Pass 2","clp5_5_15",4.72396050489
"1101","Greater South Pass 2","clp50_0_5",11.0044213438
"1102","Greater South Pass 2","clp50_5_15",12.6721555904
"1103","Greater South Pass 2","clp95_0_5",20.6191897464
"1104","Greater South Pass 2","clp95_5_15",22.2309935485
"1105","Greater South Pass 2","samn_0_5",62.4754635893
"1106","Greater South Pass 2","samn_5_15",60.5288458242
"1107","Greater South Pass 2","sap5_0_5",36.6093298746
"1108","Greater South Pass 2","sap5_5_15",37.9207151506
"1109","Greater South Pass 2","sap50_0_5",60.1671580903
"1110","Greater South Pass 2","sap50_5_15",58.4238059689
