"","coreName","year","mean","median","sd","q025","q975","propGT5","propGT10","propGT15","propGT20","propGT25","propGT30","propGT35","propGT40","propGT45","propGT50","propGT55","propGT60","propGT65","propGT70","propGT75","propGT80","propGT85","propGT90","propGT95","propGT100"
"29","Bear River",2014,22.4325126809353,24,5.65604419100073,9,32,0.989607818879129,0.958060126190771,0.881479648645305,0.703822838055178,0.311146851416553,0.0394655449709266,0.00235061239638748,0.000247432883830261,0,0,0,0,0,0,0,0,0,0,0,0
"30","Bear River",2015,22.6245205987876,24,5.54861330680677,9,32,0.990226401088705,0.963008783867376,0.890882098230855,0.716318198688606,0.318446121489546,0.0411975751577385,0.00296919460596313,0.000247432883830261,0,0,0,0,0,0,0,0,0,0,0,0
"31","Bear River",2016,22.4009649882469,23,5.65969124449913,9,32,0.989484102437214,0.957688976865025,0.88160336508722,0.696276135098355,0.307435358159099,0.0397129778547569,0.00235061239638748,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Bear River",2017,21.9366571817395,23,5.58670568718013,8,31,0.988865520227638,0.953853767165656,0.871582333292095,0.677718668811085,0.267598663862427,0.0285784980823952,0.000742298651490783,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Bear River",2018,14.7400717555363,19,10.7625084237915,0,30,0.692564641840901,0.653593962637635,0.579982679698132,0.431275516516145,0.15167635778795,0.01422739082024,0.000866015093405914,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Blacks Fork",1985,7.26020742891442,7,4.73306920784688,0,16,0.614539566437276,0.265804938650735,0.0388056784712238,0.00368514356705147,0.000265218665810522,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Blacks Fork",1986,7.41205209452952,7,4.78881988818336,0,16,0.624492245843744,0.279987157833024,0.041639330532252,0.0047739359845894,0.000348971928698056,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Blacks Fork",1987,7.21594382947836,7,4.83493316980675,0,16,0.605159200993872,0.266879772191125,0.0417928781808791,0.00501123689610408,0.000516478454473122,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Blacks Fork",1988,6.83014838286408,7,4.60352659956964,0,16,0.586649729895727,0.228548695542931,0.0280852608216195,0.00323845949831796,0.000321054174402211,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Blacks Fork",1989,6.70824550873128,6,4.64479828842426,0,16,0.567274808414411,0.228409106771451,0.0283923561188738,0.00252655676377392,0.000321054174402211,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Blacks Fork",1990,6.71744440877176,6,4.61469187257286,0,16,0.573723809656751,0.220312958025656,0.0309328717597956,0.00270802216669691,0.000195424280070911,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Blacks Fork",1991,6.84118985468809,7,4.55919835458613,0,16,0.591674925668979,0.226650288250813,0.0282946439788383,0.00295928195535951,0.0002512597886626,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Blacks Fork",1992,7.18407571294965,7,4.62481890552417,0,16,0.619313502421865,0.252627758623096,0.0339061125923031,0.0033920071469451,0.000265218665810522,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Blacks Fork",1993,7.19616410055975,7,4.61734365689153,0,16,0.619536844456232,0.256466449838775,0.0304163933053225,0.00348971928698056,0.000279177542958444,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Blacks Fork",1994,6.62210527785145,6,4.58119199060107,0,16,0.558704057845587,0.216362595792794,0.0289646700819386,0.00244280350088639,0.000181465402922989,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Blacks Fork",1995,6.85315261240386,7,4.61719077140401,0,16,0.584904870252237,0.227083013442399,0.0329289911919485,0.0033920071469451,0.000446684068733511,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Blacks Fork",1996,6.97594885467413,7,4.73379332448133,0,16,0.593475620821061,0.24662544144949,0.0345621798182554,0.00347576040983263,0.000181465402922989,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Blacks Fork",1997,7.26764751043426,7,4.82277285182816,0,16,0.611203394798922,0.269657588743561,0.0418487136894708,0.00487164812462485,0.000530437331621044,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Blacks Fork",1998,7.50501821633468,7,4.91732074977795,0,17,0.628121553902204,0.28995379611664,0.0471810047599771,0.00614190594508578,0.000893368137467022,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Blacks Fork",1999,7.66300478789486,8,4.90236660448429,0,17,0.641298733929843,0.298608299948352,0.0508103128184369,0.00647691899663591,0.0011306690489817,6.97943857396111e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Blacks Fork",2000,7.35617470930638,7,4.81711055437198,0,17,0.621142115328243,0.269113192534792,0.0456874049051494,0.00583481064783149,0.000656067225952344,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Blacks Fork",2001,7.18279149625204,7,4.74383486193455,0,16,0.610002931364201,0.254358659389439,0.0405365792375661,0.00482977149318109,0.000558355085916889,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Blacks Fork",2002,6.90482837560547,7,4.73854083307673,0,16,0.584555898323539,0.239464537472606,0.0364466282332249,0.003768896829939,0.000432725191585589,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Blacks Fork",2003,6.5132399949748,6,4.80968839217081,0,16,0.539371012995715,0.222392830720697,0.0343248789067407,0.00431329303870797,0.000697943857396111,5.58355085916889e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Blacks Fork",2004,6.97293373721018,7,4.79351773893944,0,16,0.585128212286604,0.245117882717514,0.0399084297659096,0.00499727801895616,0.000600231717360655,5.58355085916889e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Blacks Fork",2005,6.15578106897081,6,4.76650343862613,0,16,0.506051173243624,0.200519270229903,0.0306536942168372,0.00369910244419939,0.000418766314437667,1.39588771479222e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Blacks Fork",2006,6.33804212789123,6,4.83987526224338,0,16,0.526863859071176,0.217814319016178,0.0323148005974399,0.00328033612976172,0.000460642945881433,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Blacks Fork",2007,6.90729909686065,7,4.77175425244451,0,16,0.583774201203255,0.237063610603163,0.0389592261198509,0.0045226761959268,0.000432725191585589,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Blacks Fork",2008,7.00682589092533,7,4.81382884883434,0,17,0.590446544479962,0.245508731277656,0.0417370426722874,0.00462038833596225,0.0005025195773252,2.79177542958444e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Blacks Fork",2009,7.483060902581,7,4.8841705033117,0,17,0.628344895936571,0.287580787001494,0.0469437038484624,0.00579293401638772,0.000921285891762867,5.58355085916889e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Blacks Fork",2010,7.2986222588255,7,4.87920556519066,0,17,0.613408897388294,0.275534276022837,0.0436214910872569,0.00530437331621044,0.0007537793659878,5.58355085916889e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Blacks Fork",2011,7.38653526710311,7,4.90253344639352,0,17,0.620527924733734,0.282276413685283,0.0445706947333157,0.00600231717360656,0.000907327014614944,6.97943857396111e-05,1.39588771479222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Blacks Fork",2013,7.16089001800695,7,4.98040155443112,0,17,0.600845907955164,0.269643629866414,0.04198830246095,0.00623961808512123,0.00156339424056729,0.000111671017183378,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Blacks Fork",2014,7.32293862281718,7,5.04969278045041,0,17,0.610337944415751,0.28290456315694,0.0485350158433256,0.00704923295970072,0.00185653066067366,0.000153547648627144,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Blacks Fork",2015,7.42252125239046,7,5.06142192537721,0,17,0.617959491338517,0.290079426010972,0.0504752997668867,0.00718882173117994,0.00189840729211742,0.000209383157218833,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Blacks Fork",2016,7.29213138095172,7,5.01165100908259,0,17,0.61014252013568,0.278982118678374,0.0456176105194098,0.00686776755677773,0.00181465402922989,0.000167506525775067,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Blacks Fork",2017,7.00622565920797,7,4.90347549276523,0,16,0.591926185457642,0.255991848015746,0.0380798168595318,0.00559750973631681,0.00114462792612962,8.37532628875333e-05,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Blacks Fork",2018,7.28700847303843,7,4.92807054180407,0,17,0.609416658523988,0.273887128519382,0.0455757338879661,0.00625357696226916,0.00124234006616508,0.000111671017183378,2.79177542958444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Buffalo",1985,9.46190052327777,10,4.00649085447203,1,17,0.833367049684415,0.412236338134542,0.0608377838916761,0.00109915304526083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Buffalo",1986,8.42004504504505,9,3.73823877945911,1,15,0.779326482170794,0.299812537087986,0.0230484975993958,0.000310190429950909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Buffalo",1987,8.99112585639532,9,3.73712774076755,1,16,0.82565274855694,0.348741705777634,0.0375600151049253,0.000330420240599881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Buffalo",1988,8.52426902950855,9,3.89428275627197,1,16,0.782374440308572,0.309994875114636,0.0330689971408534,0.00060689431946917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Buffalo",1989,9.11881642121163,9,3.91256512400047,1,16,0.822159734584884,0.364089388789988,0.0524693855532179,0.000681070291848735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Buffalo",1990,8.95532583481685,9,3.70205020518922,1,16,0.821842800884717,0.347305389221557,0.0321721422020823,0.000499001996007984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Buffalo",1991,9.32015698333064,10,3.60871678350218,2,16,0.85340804876733,0.385984787182392,0.0361506716297135,0.00034390678103253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Buffalo",1992,9.9382451313589,10,3.92955471296337,2,17,0.866523709338081,0.459324594055133,0.0767856179532826,0.00119355882828937,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Buffalo",1993,9.54559799320278,10,3.68174172560445,2,16,0.858033932135729,0.420388951826078,0.0407495819172466,0.00052597507687328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Buffalo",1994,10.1569698440956,10,3.66726815212353,2,17,0.892451583319847,0.477807897718077,0.0696377515239791,0.000404596212979447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Buffalo",1995,9.79800534067001,10,3.38842547839391,2,16,0.889066461671252,0.446330312348276,0.0313696930463398,0.000350650051248854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Buffalo",1996,9.75283891676107,10,3.38743580971733,2,16,0.889605923288558,0.43707854561148,0.0295692398985812,0.000276474078869288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Buffalo",1997,10.1491611371851,10,3.32315460420562,3,16,0.909174893456331,0.48614932297567,0.038490586394778,0.000397852942763122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Buffalo",1998,10.2459944974915,10,3.41996498459358,3,17,0.909471597345849,0.48864433295571,0.0553892215568862,0.000842908777040514,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Buffalo",1999,9.56373739008469,10,3.20626384037239,3,16,0.90137967308626,0.375998003992016,0.0319698440955926,0.000910341479203755,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Buffalo",2000,9.35746075416734,10,3.57128615488002,2,16,0.861499973026919,0.377784970599342,0.0351796407185629,0.000822678966391541,1.34865404326482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Buffalo",2001,8.58045395695096,9,4.02318050140772,0,16,0.782266547985111,0.313400226573879,0.0440672708636781,0.00109915304526083,1.34865404326482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Buffalo",2002,8.52335194475913,9,3.93747375867123,1,16,0.786811512110913,0.298767330204456,0.0395897394400388,0.00102497707288126,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Buffalo",2003,8.4167610724497,8,3.80483675801901,1,16,0.781774289259319,0.294060527593462,0.027526029023035,0.000512488536440632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Buffalo",2004,8.53126854399309,9,3.82610563237188,1,16,0.793554782327237,0.296703889518261,0.0352335868802935,0.000735016453579328,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Buffalo",2005,9.08348168527809,9,3.790751019965,1,16,0.829509899120678,0.357602362841884,0.0412620704536872,0.000910341479203755,1.34865404326482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Buffalo",2006,8.88334816852781,9,3.76065602431499,1,16,0.81974564384744,0.335019150887414,0.037034040028052,0.000532718347089605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Buffalo",2007,9.21168473863085,9,3.42121550787623,2,16,0.862234989480498,0.35511409613206,0.0271686357015698,0.00022927118735502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Buffalo",2008,9.62612612612613,10,3.49318182683677,2,16,0.875424826023628,0.419633705561849,0.0346401791012569,0.00034390678103253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Buffalo",2009,10.1460862059664,10,3.5603936632651,2,17,0.902188865512219,0.46496196795598,0.0659222096347845,0.00146328963694233,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Buffalo",2010,10.222069374764,10,3.70121383587388,2,17,0.896194098289907,0.484160058261855,0.0705211199223175,0.00253546960133786,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Buffalo",2011,9.82258456060851,10,3.61400540917407,2,16,0.876544208879538,0.443869018719318,0.0471152290014565,0.00146328963694233,1.34865404326482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Buffalo",2013,8.02110643577709,8,4.44417283866639,0,17,0.736284188379997,0.283352214489939,0.0431164697631764,0.00239386092679506,6.74327021632411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Buffalo",2014,8.86665183147219,9,4.65302799729323,0,18,0.768887899875924,0.381520742299185,0.0665695635755516,0.00488887090683498,5.39461617305929e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Buffalo",2015,9.12854021686357,9,4.54043409459157,0,18,0.789819010627394,0.388810217403032,0.0738792684900469,0.00621729513945083,0.000128122134110158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Buffalo",2016,9.14935669202136,9,4.3976880434656,0,18,0.797034309758861,0.385944327561094,0.0684981388574203,0.00556319792846739,8.76625128122134e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Buffalo",2017,9.24952122781464,10,4.21921636674787,0,17,0.814357770944597,0.398419377461294,0.058504612396828,0.00486189782596968,8.76625128122134e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Buffalo",2018,9.6772536009063,10,3.87920259384091,2,17,0.851162539785294,0.430719641797486,0.0590305874737012,0.00357393321465178,4.72028915142688e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Continental Divide",1985,12.3245070264509,12,5.11912969096231,2,23,0.914308154048975,0.635073349976158,0.260455527194188,0.0562116069675465,0.00897590530419904,0.000448795265209952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Continental Divide",1986,12.8576197021121,13,4.9696129335352,3,23,0.938304675885669,0.67497405402373,0.291338251381448,0.0638411264761157,0.00886370648789655,0.000210372780567165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Continental Divide",1987,12.6385374884295,12,5.11105133766101,2,23,0.925864632128131,0.659869288379008,0.275420044318532,0.0638551513281535,0.0112479313343244,0.00070124260189055,1.4024852037811e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Continental Divide",1988,12.0243611679897,12,5.35578752666046,1,23,0.891700092564023,0.604695520462259,0.254298617149589,0.0573756696866848,0.00945275027348461,0.000855515974306471,1.4024852037811e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Continental Divide",1989,11.5704187820818,11,5.23068485540252,1,22,0.882415640514993,0.567305264929455,0.219488934391742,0.0477265714846708,0.00859723429917814,0.000771366862079605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Continental Divide",1990,11.1560966031808,11,5.27237481039053,1,22,0.859905752994306,0.529872934840537,0.208507475246136,0.0438697371742728,0.00489467336119604,9.8173964264677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Continental Divide",1991,10.3974783316036,10,5.1767053864538,1,22,0.846526044150234,0.43823455162548,0.162632184230456,0.04081231943003,0.00772769347283386,0.000476844969285574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Continental Divide",1992,11.3410703767075,11,4.98830557553921,2,22,0.897842977756585,0.532537656727722,0.194945443325573,0.0417099099604499,0.00760146980449356,0.00084149112226866,4.2074556113433e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Continental Divide",1993,12.1772741297579,12,4.94938300461135,3,23,0.929034248688676,0.605719334661019,0.239221901208942,0.0547389975035763,0.00859723429917814,0.000603068637625873,1.4024852037811e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Continental Divide",1994,12.5096771479061,12,5.23107214915097,2,24,0.921474853440296,0.633811113292755,0.269725954391181,0.0683150542761774,0.0125101680177274,0.00103783905079801,2.8049704075622e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Continental Divide",1995,13.2964012229671,13,5.05905969796885,3,24,0.94419511374155,0.706908642113826,0.323988106925472,0.076800089759053,0.0115144035230428,0.00112198816302488,7.0124260189055e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Continental Divide",1996,13.2346077248885,13,5.38119749324561,3,24,0.933858797789683,0.685562817312277,0.324871672603854,0.0894785560012342,0.0170542200779782,0.00193542958121792,9.8173964264677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Continental Divide",1997,13.3951922807214,13,5.32089738179699,3,24,0.939426664048694,0.701130403074248,0.337353790917506,0.0885949903228521,0.0174609407870747,0.001781156208802,0.00014024852037811,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Continental Divide",1998,13.8046197862613,14,5.156698236269,4,24,0.952624049816274,0.739151776948753,0.360017951810608,0.0944153039185437,0.0176572887156041,0.00148663431600797,5.6099408151244e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Continental Divide",1999,13.4942357858125,13,5.15540070412357,3,24,0.948290370536591,0.715982721382289,0.334142099800847,0.0875291015679785,0.0163389526240498,0.00151468402008359,0.000112198816302488,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Continental Divide",2000,12.7648733555861,12,5.35746114252261,2,24,0.923452357577628,0.649210400830271,0.297705534206614,0.0755518779276879,0.0147120697876637,0.00155675857619702,8.4149112226866e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Continental Divide",2001,12.7520546408235,13,5.27772279673491,2,24,0.921334604919918,0.657793610277412,0.288491206417772,0.0706852542705674,0.0141931502622647,0.00159883313231045,7.0124260189055e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Continental Divide",2002,12.5239404224285,12,5.4692211861607,2,24,0.905121875964209,0.636812431628846,0.284564247847185,0.0721578637345376,0.0140388768898488,0.00150065916804578,9.8173964264677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
