"Year","MeanCover","LL95","UL95","LL68","UL68"
0,13.4910395564903,13.4910395564903,13.4910395564903,13.4910395564903,13.4910395564903
1,14.3138841749865,11.0789380222561,18.1030960669132,12.0759125228644,16.7173358796464
2,14.5453799727641,9.93894307862144,18.7381820049798,12.61846705506,16.1644075390206
3,16.515016559093,12.042327418796,21.689822301996,13.9495381987252,18.0870149313865
4,15.3696934754756,11.4448650695804,18.4999303994327,14.2348619269788,16.913087565773
5,15.4740272036486,11.6228057187291,19.0837127621856,13.4249996373921,17.5260341173721
6,15.480662686038,11.8859013021652,19.2715219861242,13.3247748205091,17.5797676086413
7,16.4905352092247,13.1962976728632,23.730808978171,13.8202386765618,18.313617617908
8,16.1802042691034,12.1700855553138,24.3314283325678,13.8762005140974,18.1585096010508
9,17.644716803249,13.7117264365315,25.3658636916705,15.0464969661808,19.9677610978155
10,16.6051272753644,12.1368160812564,21.8404736867551,13.7852697399699,19.4102737286565
11,16.2834380061402,12.1290591937212,22.9816307886318,13.1659773893845,18.2787145953699
12,16.8286974319304,13.0481448578174,21.198923356782,14.67530044077,19.7778025962724
13,16.5542786117759,12.0421730082755,20.4406767471656,14.3645098750211,18.9024579979211
14,15.9700644636224,11.9161507562389,21.7834958018066,13.6417192448087,18.1169378167783
15,16.519379134737,12.8561027912748,20.9634504355324,14.3002945987542,19.0037969073577
16,15.7497547159169,11.0366062723105,22.3994148919026,13.4940061723918,17.8900221593702
17,16.2324625909541,11.9216404380303,21.3148942192247,13.8873952667585,19.2356092215212
18,17.295306242496,13.2014728930468,21.4557275928478,13.9938774063061,19.8590533517055
19,16.8149087436846,13.5515111683226,21.256264252504,14.8274563460407,18.8643469432156
20,16.3456474162174,11.9766157202601,21.2588933610527,13.9947649092272,18.5705945963368
21,15.9595406161111,11.7794531268886,21.9425988710808,13.4638238209201,18.1210528521124
22,16.080100885569,12.2484740251892,21.6476139394525,13.5490062126816,18.4462945504065
23,16.5577066260546,12.2362922136002,21.2229859146985,14.2435680614983,18.8620708938687
24,17.9810944311488,13.6997481889751,22.832575281424,15.942264929372,19.711796681735
25,17.9855298506861,14.7201634152827,21.6711304703427,15.9260982586764,20.8098158757786
26,18.6181808365767,15.2034798269152,22.4832343212383,16.8949226839429,20.7916050636175
27,18.2220888631034,15.2441220256082,22.9194245010113,16.0003737278507,20.3598634982796
28,18.1911285162892,14.012101735683,23.6896976051764,15.6242711984593,20.612202963715
29,17.9606519689608,13.2394624136792,24.6797756464493,15.5376333792637,20.2658170361238
30,18.5509568013151,13.0737358079306,23.9313995253866,15.7562731968316,21.5982357918147
31,17.960971144471,14.1799394243399,22.943086377225,15.1215092545588,20.6294805037832
32,19.2689669704515,13.8616411229563,27.412730961072,16.2602433501744,21.4160337144745
