"Year","MeanCover","LL95","UL95","LL68","UL68"
0,11.8615798705619,11.8615798705619,11.8615798705619,11.8615798705619,11.8615798705619
1,11.777116373314,9.70320192947439,14.1406285913022,10.8116337022924,12.5549706647311
2,11.6744160164519,9.90665600616948,13.7334845460594,10.6300538317305,12.6323359341922
3,12.0675709187685,10.4514478618521,14.3070854503115,11.096076937035,13.1533127684026
4,11.8243382931107,9.71039549688502,14.0331291961531,10.5064948890099,12.8594011976048
5,11.7711876247505,9.65668624871469,14.4379615768463,10.5748236859614,13.0311746204561
6,12.1054382144801,9.93941246295288,14.7700681969395,10.6387328373556,13.146115042642
7,12.0969951007077,10.467762202867,14.1676249773181,11.0870821992379,13.0996352749047
8,11.779605334785,9.78139365208976,13.5670575515635,10.6541087521926,12.9887370713119
9,11.8962614165608,10.0195003931531,14.4455690890945,10.8131603459747,13.2643519022561
10,11.7978630617553,9.90064567834029,14.5726429716325,10.8026431984516,13.0293497852779
11,12.1489911086917,10.4292309320752,14.7151613439787,11.0732190165124,13.4589094538196
12,12.0157527369503,9.92762316276538,14.2451748019113,10.5798487872739,13.078824774693
13,12.3376565051715,10.1604801760116,14.3844171505474,11.164460170568,13.7135474505534
14,12.1146014032541,10.4586406731991,14.2884825046876,10.8694586584407,13.3009369140507
15,12.4431942176254,10.8210094961592,14.1256052289361,11.568799975806,13.5465704953729
16,12.4899014093026,10.2179833514789,14.5068990806266,11.5047021109297,13.6383723462167
17,12.2739750801427,10.2700583681123,14.3785145617855,11.4969249380028,13.2188241698421
18,12.1175875521684,10.5223503750076,14.9813823111353,11.176551140144,12.9856257182604
19,12.2307760237102,9.99189083953306,14.5635664277506,10.9033484546059,13.8744988810258
20,12.2944855743059,10.5578502086736,15.0015091030061,11.3645055343858,12.9934434161979
21,12.3337283009738,10.3515487963467,14.8556636726547,11.2821647613863,13.1053474868445
22,12.7630832274844,10.46033614589,15.3577099588701,11.4109635274905,14.2168196939454
23,12.468923062965,10.5774027702171,14.6430162402468,11.5035577330188,13.4333532934132
24,12.3555413415593,10.5502941087522,14.5607338353596,11.0979677009617,13.4293449464707
25,12.2437878787879,10.1354431288937,14.415661858102,11.2201989959475,13.4590564325894
26,12.6847949555435,10.5168299764108,14.8593173501482,11.6562299643138,13.4822905703744
27,13.114185265832,10.912084921067,15.3533656172503,11.6896503961773,14.3181939151999
28,12.4063860158471,10.4656047752979,14.1521218925785,11.3402449646162,13.4264852113954
29,12.3030121575032,11.0594477711244,15.04931689651,11.4151363938789,13.4016210004234
30,12.5688414080929,10.2726199116918,14.5158055101917,11.5529280832275,13.7435619669751
31,12.8752295409182,11.0257768553801,15.6307423032722,11.7457140264925,13.7544450492953
32,13.2140757878183,10.7168534143834,16.2433428597351,11.9337633823263,14.3381279864513
33,13.2628056009194,10.5737109115103,15.4841185054134,12.2589203411359,14.5990044154116
34,13.1058044517027,11.2704976410815,16.489690316337,12.0117044698482,14.268218714087
35,12.5873849271155,11.137180941148,14.9793303544426,11.5038510857074,13.4679447166274
36,12.8312964979133,11.093027959233,15.5193877396722,11.7651527248533,14.1100375007561
37,12.8885054134156,10.8881691163128,14.3970475715236,11.7903871045787,14.0308080808081
38,13.2536656989052,11.8184086372709,16.2690059275389,12.0450353837779,14.2324411782496
39,12.7615205951733,10.9345384987601,16.279145496885,11.6401862940785,13.8949555434585
40,13.3373283735559,10.9267185326317,16.8271090394968,11.8524690013912,14.8067005383173
41,13.5613336962439,11.0678733442206,16.3959437186234,12.2957279380633,15.1723831125628
42,13.4614988205407,11.1321716415654,16.7025301669388,12.0434857557612,14.7171674832154
43,13.5337240670175,11.2118172745418,17.0847830853445,11.8324151696607,15.1569594145043
44,13.6268199963709,11.1557358767314,16.1095248896147,12.5116270489324,15.051692977681
45,13.6908897356802,11.4706556583802,17.1609459112079,12.3588586463437,14.7452059517329
46,13.7319597169298,11.2141009647372,16.9105172231295,11.8968402588762,15.1810524405734
47,13.8524947075546,11.464958340894,17.188369095143,12.5557194701506,15.2757152361943
48,13.6072213149459,11.5364316820904,16.3525679701204,12.3028730417952,14.9202431500635
49,14.2445466642473,11.7188834452308,16.7663801185508,12.7159184660981,15.4966908607028
50,13.8819031633702,11.2527010373193,16.3898207373133,12.4119524587189,14.9888991713543
51,14.7125833182121,12.3162126504567,18.5284015302728,13.0865559789512,16.5210772394605
52,14.3124272666788,11.5486655476925,16.5196750438517,13.248799975806,15.7414625294865
53,14.2463527490474,11.703472600254,16.4674257545515,12.9398385048086,15.7181394786185
54,14.5634887800157,11.7834285973508,16.8859659468941,13.2657835843465,16.0123613379302
55,13.9047214661586,11.4743289935281,16.3779834270852,12.8026389644953,15.4239200387105
56,14.1410376217262,11.1868694429323,17.1614422669812,12.4700647190468,15.5261059698784
57,13.7982184116615,11.8669452761144,15.6255806568681,12.7561567773544,15.1171505473901
58,14.0859124175891,11.7387282253674,16.1418560606061,13.010214722071,15.2461005262203
59,13.6794045242848,11.6607077511643,15.9588183481522,12.2215006350935,14.9114316820904
60,13.7599410270368,11.3177338504809,15.8198489384867,12.314699691526,14.9657890280046
61,13.9680309078812,11.8154448678401,17.2295632220408,12.4195028125567,15.6713826891671
62,14.3470023589185,12.0655510947801,17.0649976562027,13.0217165668663,15.6633490594568
63,14.7077218290691,12.0512724550898,16.699754657352,13.3412580898808,16.2007191677252
64,14.6136239641928,12.1538309744148,17.2906009949797,13.1109883263775,16.1711165547692
65,14.2564631343374,12.0144117068893,17.6252959989113,12.8261325833182,15.7754176495494
66,14.5566161616162,12.2584176344281,17.2617666182786,13.2520577027763,16.2355325712212
67,14.9183457327769,12.7307438153995,18.0380560848001,13.7565438819331,16.1946174318031
68,15.3530076211214,11.5930018750378,18.4263794380935,13.9134567229178,16.8411334905946
69,14.4704935583379,11.8251969545757,17.6512977832214,13.0594199479828,15.6944746869897
70,14.6036672110325,12.2733377941088,17.4113538075364,13.1870773604307,15.8505310590939
71,15.2464407548539,12.6170356257183,19.1272787757818,13.8127012641384,16.0766527550959
72,14.851989959475,11.6721129710276,18.1904252101857,13.102653480917,16.5244734772878
73,14.8844453517208,12.4746752706708,18.3199959928628,13.1887425149701,16.4949494949495
74,14.7386675134579,11.9373219470151,17.2348836418073,13.3064386378758,16.3390443355713
75,15.4572890582471,12.044692811347,19.0922473235347,13.7555682574245,16.6698977801972
76,15.5671466158592,12.9523661011311,18.692676389645,14.1812544607754,17.5049869957056
77,16.3029017722132,13.4341098106817,19.0357361035505,14.7503139176193,17.6040331458296
78,15.7737954394242,12.5864951914353,19.0330622845219,13.9904143228694,17.4430290933285
79,14.8606913445836,12.0597441480675,18.1761291810319,12.855123087159,16.6245756970907
80,15.7908734047057,13.157331927055,19.2738307475957,13.9047359825803,17.7702697635033
