"Year","Ensemble","Proportion","TargetValue","TargetType"
0,1,0.506929810961483,13.32,"nesting"
0,2,0.506929810961483,13.32,"nesting"
0,3,0.506929810961483,13.32,"nesting"
0,4,0.506929810961483,13.32,"nesting"
0,5,0.506929810961483,13.32,"nesting"
0,6,0.506929810961483,13.32,"nesting"
0,7,0.506929810961483,13.32,"nesting"
0,8,0.506929810961483,13.32,"nesting"
0,9,0.506929810961483,13.32,"nesting"
0,10,0.506929810961483,13.32,"nesting"
0,11,0.506929810961483,13.32,"nesting"
0,12,0.506929810961483,13.32,"nesting"
0,13,0.506929810961483,13.32,"nesting"
0,14,0.506929810961483,13.32,"nesting"
0,15,0.506929810961483,13.32,"nesting"
0,16,0.506929810961483,13.32,"nesting"
0,17,0.506929810961483,13.32,"nesting"
0,18,0.506929810961483,13.32,"nesting"
0,19,0.506929810961483,13.32,"nesting"
0,20,0.506929810961483,13.32,"nesting"
0,21,0.506929810961483,13.32,"nesting"
0,22,0.506929810961483,13.32,"nesting"
0,23,0.506929810961483,13.32,"nesting"
0,24,0.506929810961483,13.32,"nesting"
0,25,0.506929810961483,13.32,"nesting"
0,26,0.506929810961483,13.32,"nesting"
0,27,0.506929810961483,13.32,"nesting"
0,28,0.506929810961483,13.32,"nesting"
0,29,0.506929810961483,13.32,"nesting"
0,30,0.506929810961483,13.32,"nesting"
0,31,0.506929810961483,13.32,"nesting"
0,32,0.506929810961483,13.32,"nesting"
0,33,0.506929810961483,13.32,"nesting"
0,34,0.506929810961483,13.32,"nesting"
0,35,0.506929810961483,13.32,"nesting"
0,36,0.506929810961483,13.32,"nesting"
0,37,0.506929810961483,13.32,"nesting"
0,38,0.506929810961483,13.32,"nesting"
0,39,0.506929810961483,13.32,"nesting"
0,40,0.506929810961483,13.32,"nesting"
0,41,0.506929810961483,13.32,"nesting"
0,42,0.506929810961483,13.32,"nesting"
0,43,0.506929810961483,13.32,"nesting"
0,44,0.506929810961483,13.32,"nesting"
0,45,0.506929810961483,13.32,"nesting"
0,46,0.506929810961483,13.32,"nesting"
0,47,0.506929810961483,13.32,"nesting"
0,48,0.506929810961483,13.32,"nesting"
0,49,0.506929810961483,13.32,"nesting"
0,50,0.506929810961483,13.32,"nesting"
1,1,0.417926450325255,13.32,"nesting"
1,2,0.373517575101158,13.32,"nesting"
1,3,0.445955772367665,13.32,"nesting"
1,4,0.485647965166427,13.32,"nesting"
1,5,0.526973527619888,13.32,"nesting"
1,6,0.514828070374649,13.32,"nesting"
1,7,0.495601038543593,13.32,"nesting"
1,8,0.431427953767778,13.32,"nesting"
1,9,0.503966598900751,13.32,"nesting"
1,10,0.576022657544836,13.32,"nesting"
1,11,0.290180784323145,13.32,"nesting"
1,12,0.504082332312113,13.32,"nesting"
1,13,0.380372050162791,13.32,"nesting"
1,14,0.372491259943793,13.32,"nesting"
1,15,0.476522494862965,13.32,"nesting"
1,16,0.3315369178664,13.32,"nesting"
1,17,0.346440324140898,13.32,"nesting"
1,18,0.459485663250711,13.32,"nesting"
1,19,0.3930241140389,13.32,"nesting"
1,20,0.309193818525644,13.32,"nesting"
1,21,0.351663613197103,13.32,"nesting"
1,22,0.549207444497095,13.32,"nesting"
1,23,0.446012547248711,13.32,"nesting"
1,24,0.50396441525148,13.32,"nesting"
1,25,0.447565121880384,13.32,"nesting"
1,26,0.438142675276068,13.32,"nesting"
1,27,0.44965487423272,13.32,"nesting"
1,28,0.443193456039865,13.32,"nesting"
1,29,0.456557389578315,13.32,"nesting"
1,30,0.485379376306095,13.32,"nesting"
1,31,0.467414493753671,13.32,"nesting"
1,32,0.58294482573387,13.32,"nesting"
1,33,0.472926024513647,13.32,"nesting"
1,34,0.505073709081142,13.32,"nesting"
1,35,0.403156246656287,13.32,"nesting"
1,36,0.366156493408655,13.32,"nesting"
1,37,0.400345890044525,13.32,"nesting"
1,38,0.420193078268541,13.32,"nesting"
1,39,0.426167542673966,13.32,"nesting"
1,40,0.435679518898393,13.32,"nesting"
1,41,0.51014850998692,13.32,"nesting"
1,42,0.431397382677984,13.32,"nesting"
1,43,0.333893075429797,13.32,"nesting"
1,44,0.451807952413915,13.32,"nesting"
1,45,0.441974979746653,13.32,"nesting"
1,46,0.332034789900185,13.32,"nesting"
1,47,0.331903770943926,13.32,"nesting"
1,48,0.402715149503547,13.32,"nesting"
1,49,0.537166802416863,13.32,"nesting"
1,50,0.445971057912562,13.32,"nesting"
2,1,0.481250095534656,13.32,"nesting"
2,2,0.348137019624456,13.32,"nesting"
2,3,0.389458214779375,13.32,"nesting"
2,4,0.417618555778045,13.32,"nesting"
2,5,0.355707731646974,13.32,"nesting"
2,6,0.512393301437496,13.32,"nesting"
2,7,0.515441675819796,13.32,"nesting"
2,8,0.454725307839956,13.32,"nesting"
2,9,0.38054674210447,13.32,"nesting"
2,10,0.503405401038107,13.32,"nesting"
2,11,0.519304551380176,13.32,"nesting"
2,12,0.580182509406069,13.32,"nesting"
2,13,0.563612978737807,13.32,"nesting"
2,14,0.500088437795475,13.32,"nesting"
2,15,0.498393925961188,13.32,"nesting"
2,16,0.363232587034801,13.32,"nesting"
2,17,0.400116606871071,13.32,"nesting"
2,18,0.525846764596058,13.32,"nesting"
2,19,0.400251993125872,13.32,"nesting"
2,20,0.396642420880928,13.32,"nesting"
2,21,0.264134215818792,13.32,"nesting"
2,22,0.484407652380505,13.32,"nesting"
2,23,0.373200945956864,13.32,"nesting"
2,24,0.438304265322121,13.32,"nesting"
2,25,0.535640431576442,13.32,"nesting"
2,26,0.382964041847455,13.32,"nesting"
2,27,0.525886070282935,13.32,"nesting"
2,28,0.436144636193113,13.32,"nesting"
2,29,0.402828699265639,13.32,"nesting"
2,30,0.343099340756285,13.32,"nesting"
2,31,0.527632989699726,13.32,"nesting"
2,32,0.527932149649852,13.32,"nesting"
2,33,0.399688611613957,13.32,"nesting"
2,34,0.531022013368301,13.32,"nesting"
2,35,0.36349680859659,13.32,"nesting"
2,36,0.406728696863625,13.32,"nesting"
2,37,0.424756905244907,13.32,"nesting"
2,38,0.455939416834626,13.32,"nesting"
2,39,0.310794433441278,13.32,"nesting"
2,40,0.342081760196004,13.32,"nesting"
2,41,0.455120548358005,13.32,"nesting"
2,42,0.472906371670208,13.32,"nesting"
2,43,0.335550465226477,13.32,"nesting"
2,44,0.332163625207174,13.32,"nesting"
2,45,0.533277723065232,13.32,"nesting"
2,46,0.408656859169908,13.32,"nesting"
2,47,0.32557337170733,13.32,"nesting"
2,48,0.348390322939891,13.32,"nesting"
2,49,0.49016156820956,13.32,"nesting"
2,50,0.452323293641868,13.32,"nesting"
3,1,0.50277214274952,13.32,"nesting"
3,2,0.37900071842061,13.32,"nesting"
3,3,0.385001386617287,13.32,"nesting"
3,4,0.394471873505565,13.32,"nesting"
3,5,0.442673747513369,13.32,"nesting"
3,6,0.412508816483932,13.32,"nesting"
3,7,0.533181642497309,13.32,"nesting"
3,8,0.513323536026937,13.32,"nesting"
3,9,0.452122397908937,13.32,"nesting"
3,10,0.437199338791001,13.32,"nesting"
3,11,0.495533345416193,13.32,"nesting"
3,12,0.444370442996928,13.32,"nesting"
3,13,0.512548340535737,13.32,"nesting"
3,14,0.532356223072875,13.32,"nesting"
3,15,0.500097172392559,13.32,"nesting"
3,16,0.447800956001651,13.32,"nesting"
3,17,0.517286859453782,13.32,"nesting"
3,18,0.509703045535638,13.32,"nesting"
3,19,0.44055560772051,13.32,"nesting"
3,20,0.405695830758447,13.32,"nesting"
3,21,0.332301195111246,13.32,"nesting"
3,22,0.428908022509057,13.32,"nesting"
3,23,0.46944310392642,13.32,"nesting"
3,24,0.535221170916412,13.32,"nesting"
3,25,0.458162371792492,13.32,"nesting"
3,26,0.41917549770826,13.32,"nesting"
3,27,0.435220952551485,13.32,"nesting"
3,28,0.38103151224263,13.32,"nesting"
3,29,0.444953477352282,13.32,"nesting"
3,30,0.363221668788446,13.32,"nesting"
3,31,0.497005125024839,13.32,"nesting"
3,32,0.490113527925599,13.32,"nesting"
3,33,0.48764382060011,13.32,"nesting"
3,34,0.554531181419765,13.32,"nesting"
3,35,0.375810406835696,13.32,"nesting"
3,36,0.481287217572262,13.32,"nesting"
3,37,0.424359481077587,13.32,"nesting"
3,38,0.467421044701484,13.32,"nesting"
3,39,0.448578335142123,13.32,"nesting"
3,40,0.382182295408441,13.32,"nesting"
3,41,0.403713077220389,13.32,"nesting"
3,42,0.451711871845992,13.32,"nesting"
3,43,0.498893981644244,13.32,"nesting"
3,44,0.427984338867428,13.32,"nesting"
3,45,0.553640252517202,13.32,"nesting"
3,46,0.487739901168034,13.32,"nesting"
3,47,0.477609952199917,13.32,"nesting"
3,48,0.415537538022793,13.32,"nesting"
3,49,0.532319101035268,13.32,"nesting"
3,50,0.45952715258686,13.32,"nesting"
4,1,0.413987147040391,13.32,"nesting"
4,2,0.525032263417979,13.32,"nesting"
4,3,0.363256607176782,13.32,"nesting"
4,4,0.487231110887894,13.32,"nesting"
4,5,0.383306874783,13.32,"nesting"
4,6,0.451860359996419,13.32,"nesting"
4,7,0.418190671887044,13.32,"nesting"
4,8,0.386890243236692,13.32,"nesting"
4,9,0.452329844589681,13.32,"nesting"
4,10,0.445130352943232,13.32,"nesting"
4,11,0.370735605929918,13.32,"nesting"
4,12,0.450727046024776,13.32,"nesting"
4,13,0.547004142382667,13.32,"nesting"
4,14,0.505541010025134,13.32,"nesting"
4,15,0.46898017028097,13.32,"nesting"
4,16,0.440411486868625,13.32,"nesting"
4,17,0.371888572745,13.32,"nesting"
4,18,0.436775710832429,13.32,"nesting"
4,19,0.483261236513236,13.32,"nesting"
4,20,0.342121065882882,13.32,"nesting"
4,21,0.266796084280127,13.32,"nesting"
4,22,0.483154237698958,13.32,"nesting"
4,23,0.418454893448834,13.32,"nesting"
4,24,0.449159185848206,13.32,"nesting"
4,25,0.405556077205104,13.32,"nesting"
4,26,0.421621184891767,13.32,"nesting"
4,27,0.395126968286862,13.32,"nesting"
4,28,0.378976698278629,13.32,"nesting"
4,29,0.330892741331458,13.32,"nesting"
4,30,0.432111435989597,13.32,"nesting"
4,31,0.477952785135463,13.32,"nesting"
4,32,0.422256626829625,13.32,"nesting"
4,33,0.524538758682735,13.32,"nesting"
4,34,0.52134626344855,13.32,"nesting"
4,35,0.389539009802402,13.32,"nesting"
4,36,0.45581713247545,13.32,"nesting"
4,37,0.341382992429288,13.32,"nesting"
4,38,0.458474633638244,13.32,"nesting"
4,39,0.405591015593439,13.32,"nesting"
4,40,0.416980930190916,13.32,"nesting"
4,41,0.343461826535269,13.32,"nesting"
4,42,0.439177725030516,13.32,"nesting"
4,43,0.564875128016438,13.32,"nesting"
4,44,0.350477891642956,13.32,"nesting"
