"Year","MeanCover","LL95","UL95","LL68","UL68"
0,12.5674661850371,12.5674661850371,12.5674661850371,12.5674661850371,12.5674661850371
1,13.2975750478818,11.7918849050799,15.8420923101351,12.2113534916492,14.2399134654507
2,14.0212323234328,11.958651222102,17.6684325040439,12.6957750895613,15.3800442596433
3,14.2360597009001,12.4781902172295,16.2634523017992,13.3386549434846,15.3070031458087
4,13.8018733936032,12.0122897418849,16.2333224999752,12.5209542617273,14.8297662971747
5,13.6225142652998,11.6188294515178,15.4607059214639,12.4589935396799,14.5909448342248
6,14.0636926038762,11.0780297015947,16.6281356369518,13.0219492105707,15.1615306294595
7,14.4280588276156,12.4698610187657,16.0173565282974,13.2065500302672,15.377620895315
8,14.553685955006,12.3939988984708,17.2027362085562,13.2765842669869,15.5607331619843
9,14.6414466750687,12.6889023409977,17.0977594796019,13.8605071003979,15.6346150105687
10,14.3537510543917,12.6967991148071,16.2009727694033,13.2052000119084,15.2908755668906
11,14.5574775972769,12.3996166975955,16.4601767408628,13.4474054520736,15.794847224841
12,14.802078020026,12.5142104714744,16.9050496680527,13.8599474044597,15.8907263146404
13,15.0578342545823,12.7195439569709,17.3382466333892,13.8139800930842,16.1367861147774
14,15.0707562841747,13.3769284204468,17.4138539630243,14.0301219621114,16.0824868759241
15,14.928780676597,12.4830801139239,17.308859867618,13.8093949528129,15.8460681360339
16,15.2761910905139,13.5815568279927,17.8154531651599,14.3515799501831,16.1764860224871
17,14.9163165259157,12.7790029671824,16.7846847740873,14.0690498069843,15.5127723803948
18,14.940974109101,13.1274394903194,17.9444553880658,13.6997370222985,15.9279949190723
19,14.9566823130129,12.4921223292878,16.8925041431393,13.8656197838621,16.0671158788913
20,15.5167029542816,13.4434305193065,17.2552406990245,14.4313957665552,16.5369393365023
21,15.619010013,12.8181648125912,18.1208394942889,14.5936496343121,16.7088279133464
22,15.7076426281892,13.8872135775883,17.9230120374321,14.4038198255416,17.0077007809942
23,15.4798170072145,13.0573770207107,17.4203247030337,14.3772938105965,16.7302491837768
24,15.5345882166142,13.3176388571882,17.5604754438369,14.087139497266,16.6579904534132
25,15.4322241959333,13.3576509144677,17.4886351457293,14.1201647332017,16.6402314203773
26,16.1801881531026,13.546782988816,18.9644364834423,14.7283025533646,17.4288826920978
27,15.9950415306295,13.0060169794282,18.4839486846153,14.3541942462464,17.3079427204795
28,15.6276803381992,13.5696355029821,17.3499903244053,14.8959445861326,16.4011455904097
29,15.7404394208536,13.7489282418204,17.7994862011134,14.606272563983,17.1554648751104
30,16.4036608480783,13.8053644970179,19.1767396223045,14.7260562276097,17.9009135746112
31,16.7274374063452,14.7593940100626,19.4679350792406,15.6306626045708,17.9948202324127
32,16.3961041590172,14.315419920809,18.3496670603062,15.0558199446258,17.77891494408
33,16.855684784011,14.2666787404857,19.2289067074199,15.5309287578521,18.2665740455894
34,17.0200013893162,14.6443060365787,19.8928487431651,15.2952475463684,18.2937447032321
35,16.2315545455448,14.3766912443311,18.5685367027558,15.0745967509849,17.200251267751
36,15.9615371790928,12.821190296619,19.0034526987466,14.4426817771338,17.0923605473906
37,16.8199227937163,14.3658667348093,19.6529245105141,15.4581674919866,17.8480088122339
38,16.9397804880469,14.7564851293553,19.7826916015838,15.7153743710863,18.0673048258889
39,16.5289997916026,14.2229207395131,19.2320899780687,14.9059107463605,18.0290152725541
40,16.7565666028243,13.9697999880916,19.4546202205043,15.1786922565471,18.3490474252994
41,17.1458355248142,15.2419848862249,19.7903899016563,15.827310780101,18.26960989987
42,17.2500765116256,14.8398805684288,20.4426807847652,16.0023332572517,18.2060867925652
43,18.3922861197392,15.5750119084242,21.3546016135915,16.4012015600036,20.1065589615854
44,18.586549434846,15.5945084797904,21.2697813811787,16.8975780249878,20.1046817969812
45,18.3983862100448,15.8640464825492,22.4215974158719,16.8354216078357,19.7892534410384
46,18.1041240857803,14.8848619118975,21.9921089323105,16.3820329664877,19.6909120860582
47,18.3529523960742,15.7344738957417,21.2086452678899,16.7429828617928,19.6616256983795
48,18.0467951453324,15.8040930246405,21.2968472446883,16.7033166946184,19.4018696226022
49,18.4272722761961,15.7730172473677,21.3740170588177,16.8816933779238,20.1040137343826
50,18.394534033284,15.1434362254265,21.6312233921146,16.4462364417628,19.9729789915549
51,19.9125637844972,17.1158513530947,23.7057480475146,18.2197429765106,21.7886703251992
52,19.2440978872471,16.2593553076839,22.5121800851452,17.9181522095089,20.6844882850877
53,19.2678127201818,16.8525687463406,22.4714254879973,17.3902208020324,20.8617876529488
54,20.2680824459903,17.067144409491,24.084969831992,18.7050398436027,21.7538314362552
55,19.1491127231589,16.917287806766,21.6852548898967,17.9821607835743,20.3862977701476
56,19.1517071718485,15.9615640722841,21.3752374242078,17.6749956831962,20.4037968025881
57,18.0616391945936,15.8078461630065,21.3602605960166,16.7585745616211,18.9872055890204
